fold,mae,mse,rmse,r2,training_time,inference_time
1.0,4.511438714963841,127.29429778852594,11.28247746678565,0.8622443270883395,3593.455739736557,11.131462812423706
2.0,3.930608519744099,123.08053411269528,11.09416667049379,0.866804388777977,6183.598504066467,11.899402618408203
3.0,2.4259679574905664,59.355298135756236,7.704238971874914,0.9357667297152069,5708.053016424179,10.164640665054321
4.0,2.959807786788095,80.14196868601337,8.952204682982476,0.9132717567353428,4540.329832077026,15.279173851013184
5.0,3.451406587355285,92.79045449873064,9.63278020608436,0.8995837855951185,6070.719369649887,11.366316080093384
mean,3.455845913268378,96.53251064434428,9.733173599644239,0.8955341975823969,5219.231292390823,11.968199205398559
std,0.8133876427990244,28.791852485440657,1.499100698557604,0.031158041502332326,1117.8143945866893,1.9546419474285273
sum,17.27922956634189,482.66255322172145,48.665867998221195,4.477670987911985,26096.156461954117,59.8409960269928
