fold,mae,mse,rmse,r2,training_time,inference_time
1.0,6.196932031264965,147.95805941544654,12.163801191052348,0.8397107020853265,7574.07568860054,14.419188976287842
2.0,6.325965261741069,152.24663704236295,12.338826404580095,0.8350647024041543,3290.422132730484,9.198792457580566
3.0,6.213901501151157,148.3835814222276,12.181279958289588,0.8392497158843473,6286.2425944805145,12.162371158599854
4.0,6.17316238144425,147.1206844533525,12.129331574878828,0.840617866218836,8479.795899868011,15.197914123535156
5.0,6.1864856613935,147.78105874873913,12.156523300217835,0.8399024544826548,7045.847587585449,13.170537948608398
mean,6.219289367398988,148.69800421642577,12.193952485803738,0.8389090882150638,6535.276780653,12.829760932922364
std,0.0614662671234395,2.0351843627187085,0.08311881846608156,0.0022048023197650123,1981.9207878384245,2.338797831871228
sum,31.096446836994943,743.4900210821288,60.969762429018694,4.194545441075319,32676.383903265,64.14880466461182
